hu-seasonal	source	assay_component	strainname	host	us_lineage	date	accession	subtype	country	global_sw_clade	new_global_lineage
fludb|CY158961|A/swine/North_Carolina/SG1335/2009|H1N2|USA|Swine|1B.2.1|01/20/2009	fludb	na	A/swine/North_Carolina/SG1335/2009	swine	na	20/01/2009	CY158961	H1N2	USA	1B.2.1	1B.2.1
fludb|CY158529|A/swine/North_Carolina/SG1387/2011|H1N1|USA|Swine|1A.3.3.3|09/30/2011	fludb	na	A/swine/North_Carolina/SG1387/2011	swine	na	30/09/2011	CY158529	H1N1	USA	1A.3.3.3	1A.3.3.3
fludb|EU604689|A/swine/OH/511445/2007|H1N1|USA|Swine|1A.3.3.3|2007	fludb	na	A/swine/OH/511445/2007	swine	na	2007--	EU604689	H1N1	USA	1A.3.3.3	1A.3.3.3
fludb|CY130557|A/swine/Ohio/09SW1488E/2009|H1N2|USA|Swine|1A.2|07/05/2009	fludb	na	A/swine/Ohio/09SW1488E/2009	swine	na	05/07/2009	CY130557	H1N2	USA	1A.2	1A.2
fludb|KC171958|A/swine/Ohio/A01267959/2012|H1N2|USA|Swine|1B.2.1|10/25/2012	fludb	na	A/swine/Ohio/A01267959/2012	swine	na	25/10/2012	KC171958	H1N2	USA	1B.2.1	1B.2.1
fludb|KF709402|A/swine/Ohio/A01364847/2013|H1N1|USA|Swine|1A.3.3.3|09/17/2013	fludb	na	A/swine/Ohio/A01364847/2013	swine	na	17/09/2013	KF709402	H1N1	USA	1A.3.3.3	1A.3.3.3
fludb|MK714853|A/swine/Ohio/A02431145/2019|H1N2|USA|Swine|1A.1.1|03/05/2019	fludb	na	A/swine/Ohio/A02431145/2019	swine	na	05/03/2019	MK714853	H1N2	USA	1A.1.1	1A.1.1
fludb|HQ833574|A/swine/Ohio/FAH2_1/2008|H1N1|USA|Swine|1A.2|02/01/2008	fludb	na	A/swine/Ohio/FAH2_1/2008	swine	na	01/02/2008	HQ833574	H1N1	USA	1A.2	1A.2
fludb|CY159491|A/swine/Oklahoma/00234/2003|H1N1|USA|Swine|1A.2|12/23/2003	fludb	na	A/swine/Oklahoma/00234/2003	swine	na	23/12/2003	CY159491	H1N1	USA	1A.2	1A.2
fludb|CY045591|A/swine/Oklahoma/010226_16/2008|H1N2|USA|Swine|1B.2.2.2|2008	fludb	na	A/swine/Oklahoma/010226_16/2008	swine	na	2008--	CY045591	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|CY159329|A/swine/Oklahoma/01139/2006|H1N1|USA|Swine|1B.2.2|05/17/2006	fludb	na	A/swine/Oklahoma/01139/2006	swine	na	17/05/2006	CY159329	H1N1	USA	1B.2.2	1B.2.2
fludb|CY159337|A/swine/Oklahoma/01382/2006|H1N2|USA|Swine|1A.3.3.3|12/06/2006	fludb	na	A/swine/Oklahoma/01382/2006	swine	na	06/12/2006	CY159337	H1N2	USA	1A.3.3.3	1A.3.3.3
fludb|CY158905|A/swine/Oklahoma/01452/2007|H1N2|USA|Swine|1A.3.3.3|01/26/2007	fludb	na	A/swine/Oklahoma/01452/2007	swine	na	26/01/2007	CY158905	H1N2	USA	1A.3.3.3	1A.3.3.3
fludb|CY158039|A/swine/Oklahoma/01741/2007|H1N2|USA|Swine|1B.2.2|08/23/2007	fludb	na	A/swine/Oklahoma/01741/2007	swine	na	23/08/2007	CY158039	H1N2	USA	1B.2.2	1B.2.2
fludb|JN652405|A/swine/Oklahoma/A01049500/2011|H1N2|USA|Swine|1B.2.2.2|02/03/2011	fludb	na	A/swine/Oklahoma/A01049500/2011	swine	na	03/02/2011	JN652405	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|JX092280|A/swine/Oklahoma/A01202415/2011|H1N2|USA|Swine|1B.2.2.2|07/06/2011	fludb	na	A/swine/Oklahoma/A01202415/2011	swine	na	06/07/2011	JX092280	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|JX092294|A/swine/Oklahoma/A01202498/2011|H1N2|USA|Swine|1B.2.2.2|08/08/2011	fludb	na	A/swine/Oklahoma/A01202498/2011	swine	na	08/08/2011	JX092294	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|JX975013|A/swine/Oklahoma/A01203865/2012|H1N2|USA|Swine|1B.2.2|09/2012	fludb	na	A/swine/Oklahoma/A01203865/2012	swine	na	2012-09-	JX975013	H1N2	USA	1B.2.2	1B.2.2
fludb|KF761358|A/swine/Oklahoma/A01290571/2013|H1N2|USA|Swine|1B.2.2.2|10/2013	fludb	na	A/swine/Oklahoma/A01290571/2013	swine	na	2013-10-	KF761358	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|KR982669|A/swine/Oklahoma/A01554617/2015|H1N2|USA|Swine|1B.2.2.2|04/22/2015	fludb	na	A/swine/Oklahoma/A01554617/2015	swine	na	22/04/2015	KR982669	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|KP270784|A/swine/Oklahoma/A01566774/2014|H1N2|USA|Swine|1B.2.2.1|11/14/2014	fludb	na	A/swine/Oklahoma/A01566774/2014	swine	na	14/11/2014	KP270784	H1N2	USA	1B.2.2.1	1B.2.2.1
fludb|KU666882|A/swine/Oklahoma/A01729565/2016|H1N1|USA|Swine|1A.2|01/13/2016	fludb	na	A/swine/Oklahoma/A01729565/2016	swine	na	13/01/2016	KU666882	H1N1	USA	1A.2	1A.2
fludb|MF000465|A/swine/Oklahoma/A02214419/2017|H1N1|USA|Swine|1B.2.2.2|04/03/2017	fludb	na	A/swine/Oklahoma/A02214419/2017	swine	na	03/04/2017	MF000465	H1N1	USA	1B.2.2.2	1B.2.2.2
fludb|CY157711|A/swine/Oklahoma/SG1188/2004|H1N1|USA|Swine|1A.3.2|10/22/2004	fludb	na	A/swine/Oklahoma/SG1188/2004	swine	na	22/10/2004	CY157711	H1N1	USA	1A.3.2	1A.3.2
fludb|CY157719|A/swine/Oklahoma/SG1190/2004|H1N1|USA|Swine|1A.2|10/15/2004	fludb	na	A/swine/Oklahoma/SG1190/2004	swine	na	15/10/2004	CY157719	H1N1	USA	1A.2	1A.2
fludb|CY157895|A/swine/Oklahoma/SG1243/2006|H1N1|USA|Swine|1A.3.2|10/06/2006	fludb	na	A/swine/Oklahoma/SG1243/2006	swine	na	06/10/2006	CY157895	H1N1	USA	1A.3.2	1A.3.2
fludb|CY158385|A/swine/Oklahoma/SG1251/2010|H1N1|USA|Swine|1A.2|09/24/2010	fludb	na	A/swine/Oklahoma/SG1251/2010	swine	na	24/09/2010	CY158385	H1N1	USA	1A.2	1A.2
fludb|DQ280250|A/swine/Ontario/11112/04|H1N1|Canada|Swine|1A.1.1|2004	fludb	na	A/swine/Ontario/11112/04	swine	na	2004--	DQ280250	H1N1	Canada	1A.1.1	1A.1.1
fludb|KM489564|A/swine/Ontario/16_24/2012|H1N1|Canada|Swine|1A.3.3.2|11/16/2012	fludb	na	A/swine/Ontario/16_24/2012	swine	na	16/11/2012	KM489564	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|DQ280243|A/swine/Ontario/23866/04|H1N1|Canada|Swine|1A.1.1|2004	fludb	na	A/swine/Ontario/23866/04	swine	na	2004--	DQ280243	H1N1	Canada	1A.1.1	1A.1.1
fludb|DQ280219|A/swine/Ontario/53518/03|H1N1|Canada|Swine|1A.1.1|2003	fludb	na	A/swine/Ontario/53518/03	swine	na	2003--	DQ280219	H1N1	Canada	1A.1.1	1A.1.1
fludb|MK328725|A/swine/Ontario/DM_11/2017|H1N2|Canada|Swine|1A.1.1|01/16/2017	fludb	na	A/swine/Ontario/DM_11/2017	swine	na	16/01/2017	MK328725	H1N2	Canada	1A.1.1	1A.1.1
fludb|MK328741|A/swine/Ontario/DM_21/2017|H1N2|Canada|Swine|1A.2|04/26/2017	fludb	na	A/swine/Ontario/DM_21/2017	swine	na	26/04/2017	MK328741	H1N2	Canada	1A.2	1A.2
fludb|GU984384|A/swine/OR/10_004060/2009|H1N1|USA|Swine|1A.3.3.3|12/31/2009	fludb	na	A/swine/OR/10_004060/2009	swine	na	31/12/2009	GU984384	H1N1	USA	1A.3.3.3	1A.3.3.3
fludb|KP938851|A/swine/Pennsylvania/2436/2012|H1N1|USA|Swine|1A.3.3.2|2012	fludb	na	A/swine/Pennsylvania/2436/2012	swine	na	2012--	KP938851	H1N1	USA	1A.3.3.2	1A.3.3.2
fludb|KY465593|A/swine/Pennsylvania/A01671487/2016|H1N2|USA|Swine|1B.2.1|12/12/2016	fludb	na	A/swine/Pennsylvania/A01671487/2016	swine	na	12/12/2016	KY465593	H1N2	USA	1B.2.1	1B.2.1
fludb|KU861214|A/swine/Pennsylvania/A01731370/2016|H1N2|USA|Swine|1B.2.1|02/09/2016	fludb	na	A/swine/Pennsylvania/A01731370/2016	swine	na	09/02/2016	KU861214	H1N2	USA	1B.2.1	1B.2.1
fludb|KX185843|A/swine/Pennsylvania/A01894999/2016|H1N2|USA|Swine|1B.2.1|04/05/2016	fludb	na	A/swine/Pennsylvania/A01894999/2016	swine	na	05/04/2016	KX185843	H1N2	USA	1B.2.1	1B.2.1
fludb|HE589466|A/swine/Pinar_del_Rio/3/2010|H1N1|Cuba|Swine|1A.3.3.2|11/01/2010	fludb	na	A/swine/Pinar_del_Rio/3/2010	swine	na	01/11/2010	HE589466	H1N1	Cuba	1A.3.3.2	1A.3.3.2
fludb|JF713916|A/swine/QC/1792_1/2009|H1N1|Canada|Swine|1A.1.1|05/26/2009	fludb	na	A/swine/QC/1792_1/2009	swine	na	26/05/2009	JF713916	H1N1	Canada	1A.1.1	1A.1.1
fludb|JF713957|A/swine/QC/3453/2009|H1N1|Canada|Swine|1A.1.1|05/07/2009	fludb	na	A/swine/QC/3453/2009	swine	na	07/05/2009	JF713957	H1N1	Canada	1A.1.1	1A.1.1
fludb|JF713820|A/swine/QC/368/2009|H1N1|Canada|Swine|1A.1.1|05/08/2009	fludb	na	A/swine/QC/368/2009	swine	na	08/05/2009	JF713820	H1N1	Canada	1A.1.1	1A.1.1
fludb|MK328628|A/swine/Quebec/DM_01/2016|H1N1|Canada|Swine|1A.2|11/01/2016	fludb	na	A/swine/Quebec/DM_01/2016	swine	na	01/11/2016	MK328628	H1N1	Canada	1A.2	1A.2
fludb|MK462306|A/swine/Saskatchewan/D0515/2017|H1N1|Canada|Swine|1A.3.3.2|10/13/2017	fludb	na	A/swine/Saskatchewan/D0515/2017	swine	na	13/10/2017	MK462306	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY195150|A/swine/Saskatchewan/SD0007/2012|mixed|Canada|Swine|1A.1.1|05/08/2012	fludb	na	A/swine/Saskatchewan/SD0007/2012	swine	na	08/05/2012	CY195150	mixed	Canada	1A.1.1	1A.1.1
fludb|CY195118|A/swine/Saskatchewan/SD0020/2013|H1N1|Canada|Swine|1A.3.3.2|12/30/2013	fludb	na	A/swine/Saskatchewan/SD0020/2013	swine	na	30/12/2013	CY195118	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY195207|A/swine/Saskatchewan/SD0033/2014|H1N1|Canada|Swine|1A.3.3.2|05/08/2014	fludb	na	A/swine/Saskatchewan/SD0033/2014	swine	na	08/05/2014	CY195207	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY195271|A/swine/Saskatchewan/SD0037/2014|H1N1|Canada|Swine|1A.3.3.2|06/20/2014	fludb	na	A/swine/Saskatchewan/SD0037/2014	swine	na	20/06/2014	CY195271	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY195439|A/swine/Saskatchewan/SD0052/2014|H1N1|Canada|Swine|1A.3.3.2|12/01/2014	fludb	na	A/swine/Saskatchewan/SD0052/2014	swine	na	01/12/2014	CY195439	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY195431|A/swine/Saskatchewan/SD0053/2014|H1N1|Canada|Swine|1A.3.3.2|12/04/2014	fludb	na	A/swine/Saskatchewan/SD0053/2014	swine	na	04/12/2014	CY195431	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY245849|A/swine/Saskatchewan/SD0108/2015|H1N1|Canada|Swine|1A.3.3.2|06/17/2015	fludb	na	A/swine/Saskatchewan/SD0108/2015	swine	na	17/06/2015	CY245849	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|CY245584|A/swine/Saskatchewan/SD0136/2016|H1N2|Canada|Swine|1A.1.1|01/13/2016	fludb	na	A/swine/Saskatchewan/SD0136/2016	swine	na	13/01/2016	CY245584	H1N2	Canada	1A.1.1	1A.1.1
fludb|CY246219|A/swine/Saskatchewan/SD0163/2016|H1N2|Canada|Swine|1A.3.3.2|04/13/2016	fludb	na	A/swine/Saskatchewan/SD0163/2016	swine	na	13/04/2016	CY246219	H1N2	Canada	1A.3.3.2	1A.3.3.2
fludb|CY246763|A/swine/Saskatchewan/SD0205/2016|H1N1|Canada|Swine|1A.3.3.2|12/13/2016	fludb	na	A/swine/Saskatchewan/SD0205/2016	swine	na	13/12/2016	CY246763	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|MK462475|A/swine/Saskatchewan/SD0274/2018|H1N1|Canada|Swine|1A.3.3.2|03/12/2018	fludb	na	A/swine/Saskatchewan/SD0274/2018	swine	na	12/03/2018	MK462475	H1N1	Canada	1A.3.3.2	1A.3.3.2
fludb|MK462918|A/swine/Saskatchewan/SD0291/2018|H1N2|Canada|Swine|1A.3.3.2|04/24/2018	fludb	na	A/swine/Saskatchewan/SD0291/2018	swine	na	24/04/2018	MK462918	H1N2	Canada	1A.3.3.2	1A.3.3.2
fludb|CY159361|A/swine/South_Carolina/01414/2006|H1N1|USA|Swine|1B.2.1|12/19/2006	fludb	na	A/swine/South_Carolina/01414/2006	swine	na	19/12/2006	CY159361	H1N1	USA	1B.2.1	1B.2.1
fludb|KY499605|A/swine/South_Carolina/A01671949/2016|H1N2|USA|Swine|1B.2.1|12/28/2016	fludb	na	A/swine/South_Carolina/A01671949/2016	swine	na	28/12/2016	KY499605	H1N2	USA	1B.2.1	1B.2.1
fludb|JX975041|A/swine/South_Dakota/23/2012|H1N1|USA|Swine|1A.2|09/25/2012	fludb	na	A/swine/South_Dakota/23/2012	swine	na	25/09/2012	JX975041	H1N1	USA	1A.2	1A.2
fludb|JX983099|A/swine/South_Dakota/26/2012|H1N2|USA|Swine|1B.2.2.1|10/03/2012	fludb	na	A/swine/South_Dakota/26/2012	swine	na	03/10/2012	JX983099	H1N2	USA	1B.2.2.1	1B.2.2.1
fludb|KC238314|A/swine/South_Dakota/A01267992/2012|H1N1|USA|Swine|1A.2|10/30/2012	fludb	na	A/swine/South_Dakota/A01267992/2012	swine	na	30/10/2012	KC238314	H1N1	USA	1A.2	1A.2
fludb|KC844200|A/swine/South_Dakota/A01349306/2013|H1N1|USA|Swine|1A.3.2|03/12/2013	fludb	na	A/swine/South_Dakota/A01349306/2013	swine	na	12/03/2013	KC844200	H1N1	USA	1A.3.2	1A.3.2
fludb|KJ683871|A/swine/South_Dakota/A01480750/2014|H1N1|USA|Swine|1A.3.3.3|03/27/2014	fludb	na	A/swine/South_Dakota/A01480750/2014	swine	na	27/03/2014	KJ683871	H1N1	USA	1A.3.3.3	1A.3.3.3
fludb|MG266001|A/swine/South_Dakota/A01678510/2017|H1N2|USA|Swine|1A.1.1|10/03/2017	fludb	na	A/swine/South_Dakota/A01678510/2017	swine	na	03/10/2017	MG266001	H1N2	USA	1A.1.1	1A.1.1
fludb|MK014573|A/swine/South_Dakota/A01678587/2018|H1N2|USA|Swine|1A.3.3.3|09/20/2018	fludb	na	A/swine/South_Dakota/A01678587/2018	swine	na	20/09/2018	MK014573	H1N2	USA	1A.3.3.3	1A.3.3.3
fludb|MK380011|A/swine/South_Dakota/A01678604/2018|H1N2|USA|Swine|1B.2.2.2|12/27/2018	fludb	na	A/swine/South_Dakota/A01678604/2018	swine	na	27/12/2018	MK380011	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|MN509169|A/swine/South_Dakota/A01678606/2019|H1N2|USA|Swine|1B.2.2.2|08/30/2019	fludb	na	A/swine/South_Dakota/A01678606/2019	swine	na	30/08/2019	MN509169	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|MN450677|A/swine/South_Dakota/A02478614/2019|H1N2|USA|Swine|1B.2.2.2|08/14/2019	fludb	na	A/swine/South_Dakota/A02478614/2019	swine	na	14/08/2019	MN450677	H1N2	USA	1B.2.2.2	1B.2.2.2
fludb|KC167168|A/swine/SouthDakota/A01267955/2012|H1N1|USA|Swine|1A.2|10/25/2012	fludb	na	A/swine/SouthDakota/A01267955/2012	swine	na	25/10/2012	KC167168	H1N1	USA	1A.2	1A.2
fludb|CY157631|A/swine/Texas/00195/2003|H1N1|USA|Swine|1A.3.2|10/15/2003	fludb	na	A/swine/Texas/00195/2003	swine	na	15/10/2003	CY157631	H1N1	USA	1A.3.2	1A.3.2
fludb|CY159137|A/swine/Texas/00244/2004|H1N1|USA|Swine|1A.3.2|02/04/2004	fludb	na	A/swine/Texas/00244/2004	swine	na	04/02/2004	CY159137	H1N1	USA	1A.3.2	1A.3.2
fludb|CY045583|A/swine/Texas/008648/2008|H1N2|USA|Swine|1B.2.2|2008	fludb	na	A/swine/Texas/008648/2008	swine	na	2008--	CY045583	H1N2	USA	1B.2.2	1B.2.2
fludb|CY157999|A/swine/Texas/01522/2007|H1N1|USA|Swine|1A.2|03/13/2007	fludb	na	A/swine/Texas/01522/2007	swine	na	13/03/2007	CY157999	H1N1	USA	1A.2	1A.2
fludb|CY158023|A/swine/Texas/01657/2007|H1N1|USA|Swine|1A.2|06/21/2007	fludb	na	A/swine/Texas/01657/2007	swine	na	21/06/2007	CY158023	H1N1	USA	1A.2	1A.2
fludb|MH277466|A/swine/USA/A01812267/2017|H1N2|USA|Swine|1B.2.2.1|07/24/2017	fludb	na	A/swine/USA/A01812267/2017	swine	na	24/07/2017	MH277466	H1N2	USA	1B.2.2.1	1B.2.2.1
fludb|MK358872|A/swine/Utah/A02271044/2018|H1N2|USA|Swine|1A.1.1|11/28/2018	fludb	na	A/swine/Utah/A02271044/2018	swine	na	28/11/2018	MK358872	H1N2	USA	1A.1.1	1A.1.1
fludb|KP938849|A/swine/Virginia/1814_1/2012|H1N1|USA|Swine|1A.3.3.2|2012	fludb	na	A/swine/Virginia/1814_1/2012	swine	na	2012--	KP938849	H1N1	USA	1A.3.3.2	1A.3.3.2
fludb|KF382708|A/swine/Virginia/A01432745/2013|H1N2|USA|Swine|1A.3.3.2|04/30/2013	fludb	na	A/swine/Virginia/A01432745/2013	swine	na	30/04/2013	KF382708	H1N2	USA	1A.3.3.2	1A.3.3.2
